date,Maina,ibov,CDI,usd
2017-02-13,5925.14,645.04,1485.94,279.37
2017-02-10,5875.43,636.92,1485.22,279.19
2017-02-09,5796.73,625.75,1484.51,279.46
2017-02-08,5729.67,624.50,1483.80,280.08
2017-02-07,5701.99,618.37,1483.08,280.52
2017-02-06,5691.04,616.38,1482.37,279.40
2017-02-03,5722.30,625.64,1481.66,279.96
2017-02-02,5650.09,622.02,1480.95,279.56
2017-02-01,5639.70,624.51,1480.23,282.09
2017-01-31,5587.53,622.91,1479.52,280.22
2017-01-30,5535.91,619.36,1478.81,280.63
2017-01-27,5648.96,636.04,1478.10,283.14
2017-01-26,5674.42,637.55,1477.39,285.00
2017-01-25,5614.59,634.18,1476.68,283.94
2017-01-24,5618.49,634.18,1475.97,283.62
2017-01-23,5592.70,633.29,1475.26,283.26
2017-01-20,5542.29,621.47,1474.55,286.03
2017-01-19,5462.29,615.98,1473.84,287.77
2017-01-18,5489.19,617.89,1473.13,288.65
2017-01-17,5482.35,619.86,1472.43,287.66
2017-01-16,5462.78,614.83,1471.72,288.86
2017-01-13,5445.64,613.09,1471.01,287.07
2017-01-12,5439.49,616.01,1470.30,283.72
2017-01-11,5327.24,601.49,1469.56,288.14
2017-01-10,5314.46,598.46,1468.81,286.03
2017-01-09,5290.43,594.30,1468.07,287.63
2017-01-06,5283.96,593.96,1467.32,287.27
2017-01-05,5283.19,597.87,1466.58,287.92
2017-01-04,5271.54,593.23,1465.84,289.75
2017-01-03,5242.19,595.39,1465.09,292.43
2017-01-02,5133.31,573.96,1464.35,293.30
2016-12-30,5110.37,580.11,1463.61,292.06
2016-12-29,5097.51,580.11,1462.87,292.06
2016-12-28,5081.56,575.82,1462.13,293.70
2016-12-27,5003.66,565.37,1461.38,293.72
2016-12-26,4988.16,564.63,1460.64,293.04
2016-12-23,4962.55,558.05,1459.90,293.00
2016-12-22,4949.72,551.49,1459.16,298.43
2016-12-21,4942.87,555.25,1458.42,298.39
2016-12-20,4921.20,554.64,1457.68,300.98
2016-12-19,4949.14,550.10,1456.95,302.70
2016-12-16,5032.98,562.41,1456.21,302.11
2016-12-15,4974.86,562.48,1455.47,303.16
2016-12-14,4951.00,560.70,1454.73,296.65
2016-12-13,4995.21,570.99,1453.99,298.77
2016-12-12,4984.16,570.01,1453.26,301.97
2016-12-09,5083.75,582.75,1452.52,303.41
2016-12-08,5064.32,584.44,1451.78,304.76
2016-12-07,5073.45,591.55,1451.05,303.75
2016-12-06,5040.81,588.41,1450.31,307.86
2016-12-05,5008.58,576.30,1449.58,310.05
2016-12-02,5017.41,580.97,1448.84,310.51
2016-12-01,5041.11,573.17,1448.11,307.93
2016-11-30,5139.28,596.29,1447.36,304.39
2016-11-29,5089.59,587.43,1446.61,305.23
2016-11-28,5130.00,605.43,1445.87,304.65
2016-11-25,5088.83,592.94,1445.12,307.19
2016-11-24,5095.95,591.37,1444.38,304.57
2016-11-23,5104.06,597.05,1443.63,304.03
2016-11-22,5096.44,596.75,1442.89,299.99
2016-11-21,5058.20,588.23,1442.14,300.36
2016-11-18,4999.35,577.55,1441.40,303.94
2016-11-17,5026.45,575.71,1440.66,305.15
2016-11-16,5011.69,585.24,1439.91,306.33
2016-11-14,4934.82,574.62,1439.17,308.69
2016-11-11,4993.75,570.06,1438.43,308.07
2016-11-10,5058.60,589.49,1437.69,296.66
2016-11-09,5169.81,609.31,1436.95,289.07
2016-11-08,5231.54,617.97,1436.21,286.98
2016-11-07,5240.88,616.95,1435.47,286.98
2016-11-04,5133.54,593.32,1434.73,290.79
2016-11-03,5145.94,594.78,1433.99,289.54
2016-11-01,5246.23,609.96,1433.25,287.24
2016-10-31,5319.75,625.36,1432.51,285.07
2016-10-28,5316.45,619.41,1431.77,285.10
2016-10-27,5285.02,618.85,1431.03,281.64
2016-10-26,5264.17,614.77,1430.29,279.76
2016-10-25,5267.61,615.16,1429.55,279.53
2016-10-24,5304.83,617.03,1428.82,280.59
2016-10-21,5331.17,617.49,1428.08,283.11
2016-10-20,5325.40,614.89,1427.34,283.22
2016-10-19,5316.89,611.69,1426.60,284.97
2016-10-18,5328.06,614.35,1425.85,285.63
2016-10-17,5273.38,603.89,1425.10,286.43
2016-10-14,5245.29,594.95,1424.35,285.54
2016-10-13,5215.06,588.70,1423.61,287.54
2016-10-11,5219.07,587.77,1422.86,287.98
2016-10-10,5207.90,593.99,1422.11,287.88
2016-10-07,5184.38,588.61,1421.37,287.96
2016-10-06,5199.64,584.13,1420.62,289.54
2016-10-05,5166.46,580.37,1419.88,289.98
2016-10-04,5128.91,571.56,1419.13,288.58
2016-10-03,5107.87,572.73,1418.39,289.79
2016-09-30,5086.51,562.19,1417.65,290.90
2016-09-29,5075.45,562.04,1416.90,288.87
2016-09-28,5084.77,571.72,1416.16,291.03
2016-09-27,5024.18,562.34,1415.42,289.97
2016-09-26,5005.97,559.17,1414.67,290.35
2016-09-23,5057.41,565.37,1413.93,288.93
2016-09-22,5024.42,568.24,1413.19,286.90
2016-09-21,4982.03,562.45,1412.45,290.42
2016-09-20,4962.01,556.12,1411.71,291.60
2016-09-19,4997.17,552.40,1410.97,292.46
2016-09-16,5004.34,549.80,1410.23,295.76
2016-09-15,5053.88,557.79,1409.49,298.65
2016-09-14,5018.51,549.60,1408.75,298.07
2016-09-13,5025.48,547.30,1408.01,295.47
2016-09-12,5080.98,564.30,1407.27,294.42
2016-09-09,5077.64,558.66,1406.54,292.48
2016-09-08,5183.32,580.15,1405.80,286.17
2016-09-07,5181.65,579.17,1405.06,290.81
2016-09-06,5181.65,579.17,1405.06,290.81
2016-09-05,5143.58,573.75,1404.33,293.22
2016-09-02,5124.58,574.23,1403.59,290.62
2016-09-01,5048.39,560.93,1402.85,290.99
2016-08-31,5002.96,557.71,1402.12,290.37
2016-08-30,5025.21,564.20,1401.38,291.47
2016-08-29,5003.73,564.54,1400.65,292.26
2016-08-26,4985.49,555.93,1399.91,288.13
2016-08-25,4998.24,555.98,1399.18,289.62
2016-08-24,5013.86,555.94,1398.45,290.10
2016-08-23,5018.68,558.85,1397.71,287.24
2016-08-22,4981.32,556.55,1396.98,288.22
2016-08-19,5051.66,569.24,1396.25,289.15
2016-08-18,5026.27,569.89,1395.52,288.69
2016-08-17,5013.00,571.41,1394.78,288.98
2016-08-16,5002.05,566.90,1394.05,284.51
2016-08-15,5021.91,569.70,1393.32,283.82
2016-08-12,5025.85,561.53,1392.59,283.19
2016-08-11,5045.86,561.54,1391.86,281.06
2016-08-10,4952.55,548.25,1391.13,280.51
2016-08-09,4989.12,555.67,1390.40,282.31
2016-08-08,4977.39,555.15,1389.67,284.71
2016-08-05,5038.97,555.40,1388.94,285.50
2016-08-04,5041.00,554.75,1388.22,288.40
2016-08-03,5017.43,549.77,1387.49,293.33
2016-08-02,4952.11,540.96,1386.76,291.15
2016-08-01,4998.90,546.67,1386.03,292.70
2016-07-29,5025.64,552.00,1385.31,290.26
2016-07-28,4995.33,545.82,1384.58,293.39
2016-07-27,4976.25,547.61,1383.85,294.11
2016-07-26,4926.70,546.93,1383.13,293.84
2016-07-25,4946.29,547.80,1382.40,294.10
2016-07-22,4970.24,549.05,1381.68,294.42
2016-07-21,4941.81,545.57,1380.95,292.01
2016-07-20,4953.35,544.96,1380.23,291.35
2016-07-19,4977.10,546.12,1379.51,293.94
2016-07-18,4963.67,544.06,1378.78,292.44
2016-07-15,4872.44,535.33,1378.06,292.64
2016-07-14,4850.99,534.39,1377.34,289.55
2016-07-13,4804.68,525.89,1376.61,294.79
2016-07-12,4831.80,522.60,1375.89,293.48
2016-07-11,4829.19,519.75,1375.17,296.00
2016-07-08,4772.43,511.85,1374.45,295.44
2016-07-07,4698.14,501.01,1373.73,299.20
2016-07-06,4664.70,499.92,1373.01,297.89
2016-07-05,4683.72,499.35,1372.29,294.86
2016-07-04,4697.78,506.34,1371.57,291.06
2016-07-01,4631.35,503.11,1370.85,289.43
2016-06-30,4598.47,496.31,1370.13,287.64
2016-06-29,4564.59,491.25,1369.41,290.66
2016-06-28,4525.39,481.67,1368.70,298.12
2016-06-27,4474.10,474.34,1367.98,304.10
2016-06-24,4545.96,482.62,1367.26,302.64
2016-06-23,4620.95,496.63,1366.54,300.50
2016-06-22,4532.26,483.11,1365.83,303.64
2016-06-21,4540.53,489.67,1365.11,303.76
2016-06-20,4549.35,484.78,1364.40,303.21
2016-06-17,4465.31,477.11,1363.68,308.02
2016-06-16,4448.91,475.94,1362.96,312.79
2016-06-15,4444.99,471.15,1362.25,311.57
2016-06-14,4445.01,468.58,1361.54,312.21
2016-06-13,4464.51,478.34,1360.82,309.46
2016-06-10,4463.01,476.04,1360.11,307.03
2016-06-09,4534.54,492.38,1359.40,303.05
2016-06-08,4577.95,497.30,1358.68,303.77
2016-06-07,4551.80,486.30,1357.97,311.37
2016-06-06,4525.24,485.76,1357.26,314.53
2016-06-03,4553.35,487.57,1356.55,317.32
2016-06-02,4495.10,480.52,1355.84,322.26
2016-06-01,4451.24,472.09,1355.12,323.74
2016-05-31,4444.91,466.88,1354.41,322.17
2016-05-30,4410.47,471.63,1353.70,322.59
2016-05-27,4422.68,472.47,1352.99,324.12
2016-05-26,4407.51,476.62,1352.28,320.86
2016-05-25,4407.51,476.62,1352.28,320.86
2016-05-24,4380.57,475.30,1351.58,318.05
2016-05-23,4345.17,475.15,1350.87,319.57
2016-05-20,4379.89,478.93,1350.16,317.41
2016-05-19,4349.35,482.88,1349.45,322.64
2016-05-18,4359.06,487.01,1348.74,316.95
2016-05-17,4386.45,489.69,1348.04,313.98
2016-05-16,4461.87,498.97,1347.33,313.96
2016-05-13,4509.52,498.98,1346.62,314.02
2016-05-12,4521.97,512.82,1345.92,312.55
2016-05-11,4492.53,508.23,1345.21,310.47
2016-05-10,4463.08,511.18,1344.51,311.61
2016-05-09,4358.47,491.14,1343.80,317.11
2016-05-06,4364.84,498.15,1343.10,316.90
2016-05-05,4347.63,497.70,1342.39,316.30
2016-05-04,4356.50,506.19,1341.69,317.21
2016-05-03,4353.68,503.37,1340.98,318.58
2016-05-02,4424.43,515.91,1340.28,313.57
2016-04-29,4417.44,519.27,1339.58,309.24
2016-04-28,4430.07,523.14,1338.88,313.58
2016-04-27,4468.80,524.73,1338.17,316.29
2016-04-26,4408.12,511.29,1337.47,316.34
2016-04-25,4327.46,499.53,1336.77,317.88
2016-04-22,4404.50,509.61,1336.07,321.08
2016-04-21,4408.58,516.58,1335.37,318.16
2016-04-20,4408.58,516.58,1335.37,318.16
2016-04-19,4420.16,517.34,1334.67,318.47
2016-04-18,4376.23,509.48,1333.97,321.75
2016-04-15,4394.10,512.69,1333.27,316.12
2016-04-14,4355.59,504.83,1332.57,314.78
2016-04-13,4352.97,511.94,1331.87,317.50
2016-04-12,4263.58,500.88,1331.17,317.29
2016-04-11,4189.55,483.20,1330.48,316.20
2016-04-08,4218.72,484.42,1329.78,326.06
2016-04-07,4053.36,467.28,1329.08,330.87
2016-04-06,4061.73,463.27,1328.38,329.33
2016-04-05,4098.00,472.49,1327.69,327.82
2016-04-04,4105.90,469.85,1326.99,321.46
2016-04-01,4137.57,487.01,1326.30,320.81
2016-03-31,4121.27,482.14,1325.60,318.93
2016-03-30,4168.24,493.63,1324.91,323.65
2016-03-29,4168.33,492.73,1324.21,328.77
2016-03-28,4140.20,489.68,1323.52,326.26
2016-03-24,4111.42,478.30,1322.82,331.11
2016-03-23,4092.91,478.62,1322.13,327.37
2016-03-22,4125.46,491.33,1321.44,323.27
2016-03-21,4131.37,492.89,1320.74,324.67
2016-03-18,4119.57,489.45,1320.05,323.92
2016-03-17,4088.00,490.40,1319.36,326.60
2016-03-16,3999.91,460.06,1318.67,341.25
2016-03-15,3978.53,453.96,1317.97,332.62
2016-03-14,4008.80,470.69,1317.28,324.75
2016-03-11,4053.13,478.12,1316.59,325.04
2016-03-10,4040.09,477.47,1315.90,328.89
2016-03-09,4027.98,468.74,1315.21,331.91
2016-03-08,4048.75,472.95,1314.52,338.86
2016-03-07,4024.39,474.34,1313.83,337.98
2016-03-04,4035.24,472.79,1313.14,333.26
2016-03-03,3972.19,454.57,1312.46,345.06
2016-03-02,3902.67,432.42,1311.77,350.54
2016-03-01,3876.59,424.98,1311.08,357.69
2016-02-29,3827.18,412.19,1310.39,356.64
2016-02-26,3833.44,400.63,1309.71,354.67
2016-02-25,3817.18,403.47,1309.02,353.09
2016-02-24,3772.61,405.36,1308.33,357.57
2016-02-23,3789.30,409.56,1307.65,355.63
2016-02-22,3801.55,416.44,1306.96,355.04
2016-02-19,3730.37,400.15,1306.28,362.88
2016-02-18,3715.62,399.51,1305.59,359.27
2016-02-17,3712.68,400.99,1304.91,361.32
2016-02-16,3706.85,394.41,1304.22,360.37
2016-02-15,3638.79,386.18,1303.54,357.43
2016-02-12,3616.59,383.43,1302.85,357.48
2016-02-11,3584.85,378.72,1302.17,355.26
2016-02-10,3656.01,388.91,1301.49,353.20
2016-02-05,3706.26,390.99,1300.81,349.28
2016-02-04,3648.56,393.20,1300.12,346.38
2016-02-03,3631.95,381.32,1299.44,354.50
2016-02-02,3640.53,371.76,1298.76,357.74
2016-02-01,3690.57,390.77,1298.08,358.33
2016-01-29,3671.86,389.19,1297.40,362.30
2016-01-28,3600.84,372.09,1296.72,365.98
2016-01-27,3576.69,369.64,1296.04,362.47
2016-01-26,3552.91,361.18,1295.36,367.13
2016-01-25,3553.76,366.32,1294.68,367.40
2016-01-22,3557.05,366.32,1294.00,369.51
2016-01-21,3498.87,363.29,1293.32,372.43
2016-01-20,3470.34,362.60,1292.64,366.18
2016-01-19,3508.85,366.57,1291.97,361.18
2016-01-18,3522.09,365.41,1291.29,361.73
2016-01-15,3534.79,371.50,1290.61,362.07
2016-01-14,3574.92,380.47,1289.93,360.46
2016-01-13,3586.50,375.12,1289.26,357.24
2016-01-12,3583.23,380.60,1288.58,361.15
2016-01-11,3609.67,384.81,1287.90,359.84
2016-01-08,3619.07,391.18,1287.23,360.71
2016-01-07,3637.39,391.97,1286.55,362.72
2016-01-06,3678.94,402.36,1285.88,361.18
2016-01-05,3705.70,408.59,1285.20,359.49
2016-01-04,3727.55,405.90,1284.53,361.93
2015-12-31,3799.72,417.55,1283.86,349.93
2015-12-30,3804.73,417.55,1283.18,349.93
2015-12-29,3776.09,420.48,1282.51,344.95
2015-12-28,3771.61,421.54,1281.84,351.17
2015-12-25,3784.90,423.95,1281.16,354.14
2015-12-24,3784.90,423.95,1281.16,354.14
2015-12-23,3785.03,423.95,1280.49,355.17
2015-12-22,3745.97,418.70,1279.82,356.40
2015-12-21,3731.72,416.10,1279.15,356.95
2015-12-18,3757.89,422.95,1278.48,350.06
2015-12-17,3840.98,435.96,1277.81,348.87
2015-12-16,3799.83,433.60,1277.14,352.70
2015-12-15,3779.37,432.21,1276.46,346.84
2015-12-14,3753.98,431.01,1275.80,349.71
2015-12-11,3791.17,435.97,1275.13,345.44
2015-12-10,3801.85,439.52,1274.46,337.72
2015-12-09,3800.57,444.12,1273.79,336.77
2015-12-08,3745.82,428.08,1273.12,339.83
2015-12-07,3759.20,435.59,1272.45,335.84
2015-12-04,3749.13,436.92,1271.78,336.73
2015-12-03,3810.15,446.86,1271.12,340.27
2015-12-02,3797.94,432.62,1270.45,345.42
2015-12-01,3817.99,433.89,1269.78,347.22
2015-11-30,3822.46,434.60,1269.12,345.07
2015-11-27,3830.75,441.85,1268.45,335.14
2015-11-26,3851.52,454.11,1267.79,337.01
2015-11-25,3832.22,451.42,1267.12,337.74
2015-11-24,3866.25,465.08,1266.46,332.30
2015-11-23,3875.97,463.79,1265.79,333.64
2015-11-20,3950.26,463.68,1265.13,331.63
2015-11-19,3927.47,463.68,1264.46,335.53
2015-11-18,3924.04,456.90,1263.80,339.83
2015-11-17,3925.66,455.09,1263.14,341.00
2015-11-16,3912.18,451.23,1262.47,343.55
2015-11-13,3900.82,448.05,1261.81,340.74
2015-11-12,3917.87,451.59,1261.15,340.50
2015-11-11,3926.34,453.33,1260.49,334.50
2015-11-10,3899.16,445.06,1259.83,340.37
2015-11-09,3901.11,444.95,1259.17,339.89
2015-11-06,3925.42,451.92,1258.50,341.07
2015-11-05,3938.57,462.79,1257.84,339.58
2015-11-04,3894.68,459.55,1257.18,337.73
2015-11-03,3859.88,462.86,1256.52,341.67
2015-10-30,3830.40,441.81,1255.87,345.81
2015-10-29,3806.20,439.49,1255.21,352.43
2015-10-28,3855.09,450.21,1254.55,347.68
2015-10-27,3825.70,453.12,1253.89,350.52
2015-10-26,3826.70,454.72,1253.23,345.75
2015-10-23,3803.15,458.45,1252.57,349.39
2015-10-22,3782.63,460.14,1251.92,352.73
2015-10-21,3772.25,452.96,1251.26,352.96
2015-10-20,3776.89,453.44,1250.60,346.42
2015-10-19,3770.99,457.02,1249.95,349.64
2015-10-16,3757.22,454.98,1249.29,344.47
2015-10-15,3750.21,454.26,1248.64,343.61
2015-10-14,3720.70,449.92,1247.98,345.08
2015-10-13,3758.80,456.20,1247.33,342.77
2015-10-09,3796.98,475.23,1246.68,335.04
2015-10-08,3785.64,473.00,1246.02,345.17
2015-10-07,3733.60,471.15,1245.37,341.07
2015-10-06,3648.51,459.79,1244.72,345.62
2015-10-05,3607.15,458.47,1244.06,350.77
2015-10-02,3580.29,453.03,1243.41,358.55
2015-10-01,3540.32,436.46,1242.76,356.62
2015-09-30,3559.03,434.01,1242.11,356.03
2015-09-29,3532.92,425.08,1241.46,368.96
2015-09-28,3536.95,423.39,1240.80,359.35
2015-09-25,3581.26,431.82,1240.15,353.79
2015-09-24,3626.94,436.25,1239.50,375.93
2015-09-23,3681.39,436.72,1238.85,367.79
2015-09-22,3700.81,445.62,1238.20,362.27
2015-09-21,3718.31,448.76,1237.56,356.86
2015-09-18,3776.87,455.25,1236.91,349.69
2015-09-17,3806.51,467.65,1236.26,348.79
2015-09-16,3797.72,467.67,1235.61,343.83
2015-09-15,3741.53,456.21,1234.96,345.91
2015-09-14,3755.99,455.42,1234.31,346.39
2015-09-11,3728.70,446.93,1233.67,346.80
2015-09-10,3700.82,447.93,1233.02,346.79
2015-09-09,3720.83,449.40,1232.37,339.37
2015-09-08,3720.19,450.41,1231.73,340.78
2015-09-04,3703.20,447.87,1231.08,340.41
2015-09-03,3703.07,456.23,1230.44,338.38
2015-09-02,3663.96,447.54,1229.79,334.38
2015-09-01,3633.67,438.04,1229.15,329.11
2015-08-31,3667.80,449.10,1228.50,326.80
2015-08-28,3701.04,454.19,1227.86,320.73
2015-08-27,3731.82,459.60,1227.21,318.63
2015-08-26,3637.53,443.44,1226.57,325.54
2015-08-25,3543.20,429.06,1225.93,316.74
2015-08-24,3542.38,427.05,1225.28,318.08
2015-08-21,3640.65,440.37,1224.64,312.72
2015-08-20,3676.55,449.33,1224.00,311.42
2015-08-19,3740.89,448.74,1223.36,312.30
2015-08-18,3796.78,457.05,1222.72,311.96
2015-08-17,3819.10,454.80,1222.08,311.37
2015-08-14,3809.39,457.60,1221.43,311.51
2015-08-13,3835.86,462.43,1220.79,314.31
2015-08-12,3835.71,466.08,1220.15,312.09
2015-08-11,3860.62,472.67,1219.51,312.98
2015-08-10,3881.79,475.37,1218.87,312.83
2015-08-07,3856.97,467.90,1218.24,315.27
2015-08-06,3899.51,481.71,1217.60,316.76
2015-08-05,3917.83,484.37,1216.96,312.31
2015-08-04,3893.13,482.17,1216.32,310.74
2015-08-03,3910.86,482.93,1215.68,308.50
2015-07-31,3914.89,489.93,1215.05,304.15
2015-07-30,3844.45,480.61,1214.41,301.57
2015-07-29,3854.67,483.96,1213.79,299.48
2015-07-28,3839.36,477.77,1213.18,303.02
2015-07-27,3818.40,469.42,1212.56,300.72
2015-07-24,3838.96,474.34,1211.95,298.00
2015-07-23,3885.85,479.74,1211.33,294.38
2015-07-22,3914.98,490.42,1210.72,287.60
2015-07-21,3966.38,495.80,1210.10,285.09
2015-07-20,3984.34,497.01,1209.49,288.10
2015-07-17,4032.08,504.16,1208.87,285.26
2015-07-16,4044.20,511.17,1208.26,281.16
2015-07-15,4048.08,509.56,1207.65,282.57
2015-07-14,4045.19,512.80,1207.04,279.86
2015-07-13,4030.29,511.65,1206.42,283.12
2015-07-10,4021.54,506.56,1205.81,285.84
2015-07-09,3989.43,498.76,1205.20,288.18
2015-07-08,3986.86,498.76,1204.59,289.28
2015-07-07,4014.59,504.18,1203.98,285.05
2015-07-06,4009.62,502.31,1203.37,281.66
2015-07-03,4043.29,505.87,1202.76,280.23
2015-07-02,4077.15,511.52,1202.15,279.34
2015-07-01,4056.97,508.16,1201.54,279.51
2015-06-30,4054.82,511.28,1200.93,278.02
2015-06-29,4055.48,510.64,1200.32,281.29
2015-06-26,4097.40,520.29,1199.71,280.23
2015-06-25,4094.09,512.19,1199.10,277.93
2015-06-24,4114.92,518.61,1198.49,276.47
2015-06-23,4144.80,517.94,1197.88,278.18
2015-06-22,4134.13,518.82,1197.28,275.62
2015-06-19,4096.50,517.72,1196.67,275.90
2015-06-18,4100.30,522.43,1196.06,273.07
2015-06-17,4110.09,512.89,1195.46,277.70
2015-06-16,4150.03,517.26,1194.85,278.53
2015-06-15,4176.33,511.82,1194.24,278.12
2015-06-12,4214.36,513.85,1193.64,278.76
2015-06-11,4242.62,517.13,1193.03,282.41
2015-06-10,4275.65,518.94,1192.43,276.39
2015-06-09,4285.30,508.73,1191.82,277.72
2015-06-08,4294.03,508.67,1191.22,279.50
2015-06-05,4284.41,510.24,1190.61,283.92
2015-06-04,4302.25,515.54,1190.03,279.45
2015-06-03,4302.25,515.54,1190.03,279.45
2015-06-02,4327.22,522.41,1189.45,281.77
2015-06-01,4267.53,510.80,1188.87,284.87
2015-05-29,4269.26,508.19,1188.28,284.85
2015-05-28,4306.32,519.90,1187.70,284.49
2015-05-27,4316.78,522.41,1187.12,284.43
2015-05-26,4277.84,516.57,1186.54,280.94
2015-05-25,4316.06,526.00,1185.96,279.70
2015-05-22,4327.77,523.77,1185.38,274.69
2015-05-21,4336.22,530.84,1184.80,271.48
2015-05-20,4323.06,528.81,1184.22,271.94
2015-05-19,4333.74,534.57,1183.64,271.38
2015-05-18,4375.99,541.36,1183.06,270.14
2015-05-15,4376.07,551.42,1182.48,267.88
2015-05-14,4330.29,545.72,1181.90,269.12
2015-05-13,4309.61,542.98,1181.32,269.75
2015-05-12,4302.41,547.02,1180.75,272.31
2015-05-11,4323.81,550.93,1180.17,270.40
2015-05-08,4317.67,550.47,1179.59,268.52
2015-05-07,4322.54,548.27,1179.01,272.61
2015-05-06,4345.68,550.02,1178.44,272.60
2015-05-05,4431.28,559.16,1177.86,274.44
2015-05-04,4431.29,552.44,1177.28,275.59
2015-04-01,4344.42,541.60,1176.71,268.26
2015-04-30,4344.42,541.60,1176.71,268.26
2015-04-29,4320.53,532.90,1176.15,263.23
2015-04-28,4347.72,537.58,1175.60,259.36
2015-04-27,4373.67,534.91,1175.04,261.98
2015-04-24,4443.68,545.12,1174.49,266.55
2015-04-23,4429.70,536.36,1173.94,269.58
2015-04-22,4388.67,526.08,1173.39,270.50
2015-04-21,4381.09,517.83,1172.83,273.08
2015-04-20,4381.09,517.83,1172.83,273.08
2015-04-17,4395.32,519.70,1172.28,273.71
2015-04-16,4392.79,526.63,1171.73,271.07
2015-04-15,4436.63,528.98,1171.18,274.94
2015-04-14,4425.57,519.96,1170.63,276.72
2015-04-13,4436.21,522.44,1170.07,277.90
2015-04-10,4428.18,522.19,1169.52,275.96
2015-04-09,4394.47,518.23,1168.97,273.00
2015-04-08,4399.12,516.87,1168.42,276.31
2015-04-07,4405.45,517.52,1167.87,279.87
2015-04-06,4418.61,517.60,1167.32,277.14
2015-04-03,4378.12,511.68,1166.77,282.21
2015-04-02,4378.12,511.68,1166.77,282.21
2015-04-01,4338.71,503.97,1166.22,282.77
2015-03-31,4297.47,492.68,1165.67,287.48
2015-03-30,4303.65,493.58,1165.13,292.15
2015-03-27,4225.94,482.51,1164.58,289.08
2015-03-26,4260.10,487.19,1164.03,286.00
2015-03-25,4317.49,499.50,1163.48,282.06
2015-03-24,4281.83,496.11,1162.93,280.58
2015-03-23,4280.72,499.99,1162.38,284.96
2015-03-20,4317.38,500.54,1161.84,290.55
2015-03-19,4281.30,490.79,1161.29,292.51
2015-03-18,4271.62,496.30,1160.74,291.40
2015-03-17,4212.29,484.35,1160.20,292.88
2015-03-16,4145.11,470.51,1159.65,289.07
2015-03-13,4124.02,468.08,1159.10,289.13
2015-03-12,4114.72,470.82,1158.56,279.33
2015-03-11,4063.54,471.06,1158.01,279.25
2015-03-10,4027.44,465.16,1157.47,280.48
2015-03-09,4070.62,473.71,1156.92,277.96
2015-03-06,4097.65,481.42,1156.38,272.12
2015-03-05,4102.06,485.12,1155.83,268.22
2015-03-04,4085.97,486.11,1155.31,267.08
2015-03-03,4053.81,494.16,1154.79,260.33
2015-03-02,4044.00,491.44,1154.26,256.78
2015-02-27,4063.49,496.85,1153.74,257.93
2015-02-26,4113.01,498.56,1153.22,257.43
2015-02-25,4102.30,499.05,1152.70,256.70
2015-02-24,4084.18,499.65,1152.17,256.73
2015-02-23,4066.04,493.94,1151.65,258.18
2015-02-20,4073.26,493.52,1151.13,257.18
2015-02-19,4048.49,494.07,1150.61,255.79
2015-02-18,4043.55,493.94,1150.09,254.76
2015-02-17,4011.62,487.73,1149.57,254.41
2015-02-16,4011.62,487.73,1149.57,254.41
2015-02-13,4011.62,487.73,1149.57,254.41
2015-02-12,3968.52,477.10,1149.05,256.51
2015-02-11,3980.45,464.65,1148.53,256.07
2015-02-10,3988.61,467.25,1148.01,251.58
2015-02-09,4007.16,475.66,1147.49,249.77
2015-02-06,3979.03,469.97,1146.97,247.69
2015-02-05,4020.32,474.22,1146.45,245.41
2015-02-04,4002.11,474.87,1145.93,243.27
2015-02-03,3978.24,471.62,1145.41,242.48
2015-02-02,3933.43,458.97,1144.89,241.00
2015-01-30,3904.16,451.82,1144.37,238.57
2015-01-29,3932.24,460.05,1143.86,232.63
2015-01-28,3919.16,459.40,1143.34,231.16
2015-01-27,3938.18,468.03,1142.82,231.27
2015-01-26,3962.52,467.89,1142.31,232.68
2015-01-23,3993.61,469.81,1141.79,231.69
2015-01-22,3990.77,476.23,1141.27,230.78
2015-01-21,3987.31,474.13,1140.78,232.69
2015-01-20,3929.01,461.15,1140.28,235.20
2015-01-19,3927.92,460.01,1139.78,235.16
2015-01-16,4003.93,472.13,1139.29,234.71
2015-01-15,3947.79,462.59,1138.79,234.08
2015-01-14,3912.69,458.93,1138.30,234.97
2015-01-13,3905.16,462.74,1137.81,237.33
2015-01-12,3907.40,463.68,1137.31,238.14
2015-01-09,3954.26,470.43,1136.82,238.21
2015-01-08,4005.83,481.06,1136.32,241.22
2015-01-07,3990.05,476.43,1135.83,240.22
2015-01-06,3901.52,462.35,1135.34,242.14
2015-01-05,3898.72,457.68,1134.84,242.91
2015-01-02,3980.31,467.27,1134.35,241.31
2014-12-31,4073.20,481.67,1133.86,238.02
2014-12-30,4072.24,481.67,1133.37,238.02
2014-12-29,4089.01,487.32,1132.87,240.00
2014-12-26,4071.54,483.00,1132.38,240.26
2014-12-24,4086.36,490.17,1131.89,240.41
2014-12-23,4088.83,490.17,1131.40,239.93
2014-12-22,4036.86,482.77,1130.90,237.70
2014-12-19,4027.68,478.24,1130.41,237.34
2014-12-18,3996.25,467.11,1129.92,239.03
2014-12-17,3998.16,469.21,1129.43,244.15
2014-12-16,3922.75,452.78,1128.94,245.56
2014-12-15,3925.32,452.89,1128.45,239.41
2014-12-12,3982.06,462.36,1127.96,237.99
2014-12-11,4087.61,480.27,1127.46,235.41
2014-12-10,4082.06,477.25,1126.98,232.37
2014-12-09,4110.17,483.47,1126.49,233.13
2014-12-08,4155.97,484.24,1126.00,232.29
