date,Maina,ibov,CDI,usd
2009-09-23,3215.28,582.70,697.53,160.51
2009-09-22,3243.32,592.31,697.30,161.81
2009-09-21,3224.22,586.86,697.07,162.80
2009-09-18,3215.62,584.69,696.85,161.70
2009-09-17,3197.60,580.20,696.62,162.10
2009-09-16,3198.43,581.88,696.39,161.12
2009-09-15,3160.03,570.83,696.16,162.04
2009-09-14,3145.94,567.02,695.93,163.03
2009-09-11,3134.96,562.19,695.70,162.87
2009-09-10,3127.22,563.82,695.47,163.60
2009-09-09,3098.62,557.79,695.25,163.77
2009-09-08,3091.02,557.26,695.02,163.54
2009-09-04,3047.68,545.68,694.79,165.75
2009-09-03,3028.04,536.57,694.56,167.55
2009-09-02,3021.16,533.48,694.33,170.57
2009-09-01,3026.01,537.61,694.11,168.69
2009-08-31,3067.59,544.10,693.88,169.01
2009-08-28,3089.75,555.78,693.65,167.89
2009-08-27,3079.17,555.81,693.42,167.26
2009-08-26,3061.87,556.40,693.20,167.27
2009-08-25,3046.76,553.09,692.97,165.02
2009-08-24,3047.81,556.50,692.74,164.30
2009-08-21,3009.14,556.04,692.51,163.92
2009-08-20,2989.51,547.40,692.29,165.15
2009-08-19,2965.41,540.90,692.06,165.14
2009-08-18,2967.29,536.98,691.83,166.41
2009-08-17,2932.50,531.87,691.60,167.37
2009-08-14,2997.34,545.54,691.38,164.71
2009-08-13,3011.38,549.49,691.15,164.17
2009-08-12,3014.15,545.06,690.92,164.72
2009-08-11,2997.88,537.09,690.70,165.36
2009-08-10,3023.07,547.39,690.47,164.95
2009-08-07,3005.45,542.57,690.24,163.34
2009-08-06,2973.93,537.03,690.02,164.38
2009-08-05,2975.19,543.09,689.79,162.88
2009-08-04,2949.70,539.76,689.57,163.70
2009-08-03,2934.13,539.37,689.34,164.57
2009-07-31,2866.29,527.51,689.11,167.77
2009-07-30,2826.02,524.74,688.89,168.53
2009-07-29,2790.67,517.57,688.66,170.06
2009-07-28,2799.46,524.67,688.44,168.60
2009-07-27,2794.08,525.42,688.21,168.76
2009-07-24,2772.96,524.54,687.99,169.87
2009-07-23,2758.18,522.53,687.76,169.53
2009-07-22,2724.82,511.20,687.53,170.48
2009-07-21,2722.85,512.75,687.29,170.61
2009-07-20,2718.66,511.99,687.05,170.83
2009-07-17,2664.18,501.57,686.81,172.82
2009-07-16,2655.84,500.08,686.57,173.27
2009-07-15,2634.38,494.09,686.34,173.99
2009-07-14,2579.79,470.74,686.11,176.53
2009-07-13,2599.35,473.77,685.87,178.25
2009-07-10,2607.29,474.10,685.63,180.51
2009-07-09,2593.58,473.68,685.40,178.48
2009-07-08,2593.56,473.68,685.16,179.03
2009-07-07,2594.63,476.37,684.92,175.97
2009-07-06,2625.96,487.60,684.69,176.60
2009-07-03,2629.17,490.61,684.45,174.47
2009-07-02,2603.48,491.48,684.21,174.43
2009-07-01,2607.28,496.47,683.98,173.29
2009-06-30,2591.08,495.72,683.74,174.85
2009-06-29,2593.46,502.19,683.51,174.59
2009-06-26,2573.32,495.91,683.27,173.77
2009-06-25,2573.56,496.19,683.04,175.26
2009-06-24,2533.87,478.44,682.80,176.71
2009-06-23,2539.31,479.81,682.57,179.36
2009-06-22,2522.87,476.74,682.34,179.85
2009-06-19,2561.43,494.84,682.10,175.53
2009-06-18,2532.57,490.30,681.87,176.58
2009-06-17,2534.74,491.68,681.64,177.25
2009-06-16,2558.71,493.22,681.41,174.36
2009-06-15,2583.95,501.19,681.17,174.33
2009-06-12,2640.31,515.88,680.94,172.92
2009-06-10,2609.61,514.46,680.68,174.47
2009-06-09,2592.86,512.01,680.43,173.68
2009-06-08,2608.35,516.57,680.17,176.53
2009-06-05,2621.43,513.78,679.91,175.01
2009-06-04,2618.14,514.97,679.65,174.68
2009-06-03,2582.78,501.70,679.39,175.60
2009-06-02,2639.52,520.13,679.13,173.54
2009-06-01,2648.50,524.81,678.88,174.17
2009-05-29,2596.47,512.40,678.62,176.77
2009-05-28,2591.11,510.89,678.36,180.48
2009-05-27,2551.78,498.86,678.10,180.04
2009-05-26,2544.52,499.33,677.84,181.53
2009-05-25,2522.97,489.46,677.58,181.29
2009-05-22,2512.23,487.08,677.33,181.69
2009-05-21,2502.22,482.44,677.07,181.55
2009-05-20,2549.51,493.60,676.81,180.97
2009-05-19,2554.45,494.57,676.55,183.56
2009-05-18,2536.72,495.69,676.29,186.21
2009-05-15,2454.55,472.04,676.04,186.02
2009-05-14,2453.41,476.27,675.78,187.51
2009-05-13,2423.83,468.88,675.52,188.08
2009-05-12,2477.42,484.74,675.26,185.00
2009-05-11,2500.56,491.01,675.00,184.38
2009-05-08,2520.39,495.05,674.74,185.91
2009-05-07,2465.10,482.16,674.49,188.01
2009-05-06,2515.04,496.05,674.23,190.06
2009-05-05,2474.43,488.05,673.97,192.42
2009-05-04,2462.06,485.50,673.71,191.46
2009-04-30,2361.25,455.50,673.45,195.17
2009-04-29,2347.69,454.89,673.18,195.66
2009-04-28,2291.17,441.35,672.89,197.45
2009-04-27,2271.02,441.34,672.61,198.59
2009-04-24,2291.71,450.51,672.33,196.51
2009-04-23,2236.88,441.16,672.05,198.07
2009-04-22,2226.01,432.37,671.77,198.26
2009-04-20,2192.36,427.98,671.49,200.25
2009-04-17,2242.51,440.94,671.21,195.89
2009-04-16,2237.88,443.31,670.93,195.24
2009-04-15,2212.27,436.07,670.65,197.04
2009-04-14,2200.65,437.47,670.37,196.00
2009-04-13,2221.55,443.00,670.09,194.42
2009-04-09,2192.75,438.63,669.81,195.02
2009-04-08,2130.69,425.56,669.53,197.24
2009-04-07,2115.72,422.12,669.25,199.35
2009-04-06,2114.58,425.42,668.97,199.37
2009-04-03,2107.30,427.58,668.69,197.76
2009-04-02,2055.37,421.27,668.41,200.30
2009-04-01,1985.92,404.32,668.13,205.17
2009-03-31,1942.54,394.20,667.85,207.44
2009-03-30,1946.21,391.57,667.57,208.74
2009-03-27,1992.44,403.65,667.29,203.79
2009-03-26,2016.12,410.22,667.01,200.48
2009-03-25,1975.75,402.61,666.74,201.01
2009-03-24,1966.54,399.50,666.46,202.20
2009-03-23,1996.96,408.77,666.18,201.64
2009-03-20,1929.07,386.02,665.90,202.20
2009-03-19,1956.54,389.65,665.62,200.51
2009-03-18,1950.74,386.65,665.34,204.34
2009-03-17,1931.29,380.57,665.07,204.58
2009-03-16,1913.72,371.87,664.79,203.43
2009-03-13,1923.13,375.80,664.51,206.18
2009-03-12,1935.02,377.11,664.23,207.49
2009-03-11,1925.02,373.77,663.92,209.36
2009-03-10,1919.00,373.67,663.61,210.69
2009-03-09,1861.80,353.89,663.29,213.08
2009-03-06,1888.50,357.40,662.98,212.96
2009-03-05,1898.81,359.94,662.67,213.44
2009-03-04,1930.68,369.89,662.36,214.30
2009-03-03,1871.08,351.26,662.04,216.99
2009-03-02,1879.87,349.01,661.73,216.12
2009-02-27,1947.27,367.78,661.42,213.10
2009-02-26,1933.32,367.75,661.11,210.59
2009-02-25,1944.46,368.25,660.80,213.37
2009-02-20,1982.92,372.90,660.49,214.29
2009-02-19,2022.20,382.68,660.17,208.31
2009-02-18,2015.82,382.15,659.86,209.63
2009-02-17,2030.04,383.81,659.55,207.25
2009-02-16,2100.25,403.02,659.24,203.56
2009-02-13,2093.24,401.40,658.93,203.21
2009-02-12,2049.14,390.11,658.62,205.26
2009-02-11,2071.72,393.43,658.31,204.91
2009-02-10,2088.29,396.91,658.00,201.85
2009-02-09,2117.51,405.51,657.69,201.11
2009-02-06,2135.49,411.82,657.38,203.01
2009-02-05,2094.63,395.96,657.07,206.66
2009-02-04,2062.30,386.53,656.76,206.02
2009-02-03,2035.78,382.84,656.45,207.37
2009-02-02,2011.64,372.44,656.14,210.33
2009-01-30,2003.91,378.55,655.83,207.53
2009-01-29,2020.89,381.80,655.52,203.93
2009-01-28,2055.36,387.47,655.21,205.92
2009-01-27,2005.63,372.75,654.90,207.05
2009-01-26,2002.65,370.93,654.59,207.41
2009-01-23,2003.98,367.29,654.28,211.17
2009-01-22,2005.10,365.00,653.98,208.76
2009-01-21,2018.25,371.25,653.64,210.95
2009-01-20,1989.73,359.01,653.32,210.99
2009-01-19,2043.89,374.00,652.99,208.82
2009-01-16,2058.49,378.94,652.66,208.30
2009-01-15,2041.97,377.11,652.33,213.27
2009-01-14,2019.05,365.84,652.00,209.13
2009-01-13,2094.47,380.89,651.67,206.82
2009-01-12,2098.08,379.54,651.34,205.80
2009-01-09,2164.12,400.53,651.01,204.88
2009-01-08,2152.28,404.46,650.68,203.24
2009-01-07,2091.54,393.18,650.35,198.67
2009-01-06,2139.67,407.55,650.02,196.12
2009-01-05,2079.74,399.91,649.70,204.11
2009-01-02,2039.24,387.63,649.37,208.75
2008-12-31,1958.25,361.69,649.04,209.39
2008-12-30,1958.23,361.69,648.71,209.39
2008-12-29,1937.64,356.97,648.38,214.65
2008-12-26,1931.01,355.08,648.05,211.57
2008-12-24,1920.52,351.29,647.73,212.81
2008-12-23,1920.52,351.29,647.40,213.51
2008-12-22,1936.44,362.34,647.08,212.71
2008-12-19,1983.63,376.91,646.75,213.78
2008-12-18,1987.61,380.82,646.43,211.20
2008-12-17,1952.90,384.78,646.11,211.24
2008-12-16,1950.00,385.22,645.78,213.09
2008-12-15,1903.76,369.10,645.46,212.26
2008-12-12,1943.37,379.25,645.13,214.32
2008-12-11,1940.38,371.02,644.81,209.64
2008-12-10,1942.80,375.69,644.49,221.16
2008-12-09,1901.92,365.71,644.17,222.47
2008-12-08,1896.77,368.76,643.84,221.22
2008-12-05,1814.48,340.47,643.52,224.04
2008-12-04,1824.15,338.35,643.20,223.15
2008-12-03,1828.55,339.98,642.88,216.95
2008-12-02,1835.57,337.13,642.55,210.17
2008-12-01,1847.36,334.62,642.23,211.14
2008-11-28,1919.67,352.49,641.91,209.04
2008-11-27,1887.70,348.80,641.59,203.00
2008-11-26,1888.36,351.28,641.28,208.06
2008-11-25,1822.65,335.32,640.97,206.58
2008-11-24,1810.12,329.31,640.65,210.56
2008-11-21,1720.97,301.01,640.34,217.52
2008-11-20,1798.03,321.75,640.03,214.70
2008-11-19,1798.03,321.75,639.72,212.94
2008-11-18,1829.49,328.40,639.41,206.04
2008-11-17,1895.52,344.03,639.09,205.54
2008-11-14,1907.55,344.72,638.78,204.28
2008-11-13,1908.68,346.69,638.46,208.89
2008-11-12,1863.48,331.09,638.14,202.78
2008-11-11,1959.24,358.91,637.82,197.20
2008-11-10,1939.56,354.23,637.50,191.15
2008-11-07,1943.31,353.16,637.18,193.65
2008-11-06,1911.50,350.24,636.86,193.47
2008-11-05,1962.94,363.95,636.54,190.03
2008-11-04,2057.72,387.74,636.22,190.19
2008-11-03,1941.04,368.42,635.90,195.48
2008-10-31,1901.94,358.86,635.58,189.52
2008-10-30,1875.56,360.71,635.26,189.50
2008-10-29,1795.51,335.63,634.93,191.02
2008-10-28,1728.85,321.58,634.61,194.43
2008-10-27,1611.74,283.52,634.29,201.81
2008-10-24,1700.89,303.23,633.97,207.08
2008-10-23,1817.69,325.74,633.65,207.39
2008-10-22,1898.86,337.79,633.33,211.90
2008-10-21,2061.90,376.07,633.01,196.59
2008-10-20,2063.53,379.90,632.69,189.71
2008-10-17,1950.88,350.60,632.36,188.33
2008-10-16,1947.05,351.01,632.04,195.81
2008-10-15,2001.75,354.78,631.72,193.09
2008-10-14,2186.38,400.40,631.40,186.26
2008-10-13,2148.85,393.27,631.08,193.19
2008-10-10,1925.91,342.99,630.76,205.00
2008-10-09,1995.49,357.16,630.44,195.48
2008-10-08,2056.33,371.74,630.12,214.36
2008-10-07,2126.89,386.63,629.80,196.07
2008-10-06,2199.22,405.52,629.48,195.04
2008-10-03,2326.72,428.79,629.16,184.03
2008-10-02,2408.94,444.47,628.84,179.91
2008-10-01,2525.82,479.66,628.52,172.13
2008-09-30,2529.94,477.18,628.20,171.51
2008-09-29,2409.92,443.34,627.89,175.24
2008-09-26,2655.06,489.14,627.57,166.24
2008-09-25,2712.72,499.21,627.25,163.74
2008-09-24,2661.29,480.09,626.93,165.25
2008-09-23,2684.09,477.68,626.62,163.43
2008-09-22,2775.19,496.44,626.30,161.16
2008-09-19,2811.53,511.03,625.98,164.83
2008-09-18,2639.76,466.41,625.66,171.65
2008-09-17,2584.48,442.19,625.35,167.18
2008-09-16,2739.58,474.18,625.03,164.94
2008-09-15,2765.55,466.35,624.71,162.38
2008-09-12,2942.32,504.65,624.40,160.47
2008-09-11,2895.54,493.84,624.08,163.55
2008-09-10,2862.30,478.07,623.78,159.99
2008-09-09,2828.60,466.53,623.48,157.17
2008-09-08,2963.26,488.52,623.18,154.83
2008-09-05,2993.59,500.29,622.88,155.03
2008-09-04,2984.62,495.17,622.59,152.39
2008-09-03,3077.35,515.58,622.29,149.86
2008-09-02,3131.22,524.03,621.99,148.73
2008-09-01,3182.13,531.32,621.69,147.34
2008-08-29,3205.35,536.32,621.39,146.42
2008-08-28,3211.86,543.08,621.10,145.68
2008-08-27,3198.96,534.76,620.80,145.25
2008-08-26,3169.69,523.59,620.50,146.70
2008-08-25,3171.89,524.73,620.20,145.80
2008-08-22,3229.47,537.95,619.91,145.28
2008-08-21,3246.47,538.77,619.61,144.62
2008-08-20,3226.97,533.40,619.31,145.19
2008-08-19,3141.10,516.65,619.01,146.41
2008-08-18,3128.55,513.64,618.72,146.46
2008-08-15,3186.23,522.48,618.42,146.82
2008-08-14,3225.79,531.10,618.12,145.16
2008-08-13,3210.25,525.65,617.83,145.23
2008-08-12,3231.15,524.98,617.53,144.78
2008-08-11,3260.51,527.07,617.23,144.66
2008-08-08,3338.66,545.02,616.94,144.55
2008-08-07,3363.08,549.20,616.64,141.93
2008-08-06,3394.79,554.25,616.34,141.38
2008-08-05,3345.46,543.93,616.05,140.93
2008-08-04,3351.01,535.63,615.75,140.28
2008-08-01,3443.04,555.10,615.46,139.69
2008-07-31,3494.02,573.16,615.16,140.34
2008-07-30,3499.42,577.90,614.87,140.12
2008-07-29,3419.61,559.07,614.57,140.92
2008-07-28,3404.76,547.77,614.28,141.13
2008-07-25,3411.27,550.95,613.98,141.05
2008-07-24,3441.02,553.21,613.69,141.37
2008-07-23,3522.19,572.35,613.41,141.85
2008-07-22,3513.91,574.53,613.13,141.64
2008-07-21,3548.68,585.36,612.86,141.70
2008-07-18,3511.81,577.81,612.58,142.78
2008-07-17,3514.16,578.97,612.30,142.56
2008-07-16,3585.75,597.73,612.02,142.98
2008-07-15,3542.34,587.70,611.75,142.53
2008-07-14,3544.42,584.87,611.47,142.82
2008-07-11,3516.30,579.35,611.19,143.62
2008-07-10,3490.09,580.36,610.92,144.65
2008-07-09,3456.59,573.45,610.64,144.16
2008-07-08,3456.52,573.45,610.36,143.58
2008-07-07,3456.89,569.14,610.08,143.70
2008-07-04,3433.91,571.81,609.81,144.23
2008-07-03,3467.34,570.92,609.53,144.13
2008-07-02,3533.60,588.58,609.25,143.27
2008-07-01,3622.14,610.64,608.98,143.88
2008-06-30,3668.73,626.25,608.70,142.61
2008-06-27,3626.62,619.54,608.43,144.03
2008-06-26,3626.95,615.94,608.15,142.90
2008-06-25,3690.70,634.30,607.88,143.34
2008-06-24,3644.19,618.07,607.60,143.75
2008-06-23,3678.86,622.62,607.32,144.38
2008-06-20,3703.88,622.36,607.05,143.71
2008-06-19,3746.60,641.40,606.78,143.79
2008-06-18,3755.16,646.22,606.50,144.35
2008-06-17,3777.79,659.19,606.23,144.47
2008-06-16,3737.34,648.09,605.95,145.82
2008-06-13,3726.37,647.31,605.68,146.63
2008-06-12,3737.89,648.43,605.41,146.92
2008-06-11,3727.19,643.37,605.13,147.17
2008-06-10,3750.30,652.81,604.86,146.85
2008-06-09,3802.17,667.32,604.59,145.71
2008-06-06,3818.12,672.18,604.31,145.86
2008-06-05,3849.91,685.89,604.04,145.68
2008-06-04,3762.30,661.46,603.78,146.09
2008-06-03,3796.23,674.36,603.52,145.26
2008-06-02,3828.30,692.52,603.26,146.20
2008-05-30,3847.40,699.21,602.99,145.97
2008-05-29,3816.25,691.56,602.73,147.78
2008-05-28,3842.59,704.62,602.47,148.98
2008-05-27,3753.78,683.80,602.21,149.44
2008-05-26,3772.13,689.93,601.95,148.80
2008-05-23,3748.97,688.23,601.69,148.24
2008-05-21,3734.82,696.35,601.43,147.75
2008-05-20,3732.58,708.12,601.17,148.44
2008-05-19,3733.64,707.37,600.91,147.46
2008-05-16,3712.70,700.90,600.65,147.23
2008-05-15,3638.62,688.62,600.39,148.72
2008-05-14,3600.75,674.50,600.13,149.08
2008-05-13,3601.82,679.09,599.87,148.56
2008-05-12,3595.91,678.25,599.61,150.00
2008-05-09,3553.99,670.83,599.35,151.84
2008-05-08,3550.54,671.57,599.09,151.73
2008-05-07,3526.20,664.78,598.83,149.98
2008-05-06,3538.84,676.12,598.57,148.85
2008-05-05,3539.64,675.93,598.31,148.52
2008-05-02,3522.60,668.14,598.05,147.87
2008-04-30,3402.28,628.02,597.79,151.15
2008-04-29,3320.31,621.63,597.53,152.82
2008-04-28,3335.83,633.28,597.27,150.18
2008-04-25,3298.19,622.91,597.01,149.50
2008-04-24,3301.29,622.98,596.75,149.49
2008-04-23,3328.39,627.60,596.49,148.55
2008-04-22,3334.86,630.71,596.23,148.49
2008-04-18,3317.48,626.73,595.97,149.55
2008-04-17,3302.93,620.40,595.71,148.61
2008-04-16,3286.33,614.01,595.46,149.60
2008-04-15,3247.25,602.41,595.21,150.70
2008-04-14,3229.62,598.05,594.96,151.11
2008-04-11,3233.13,604.93,594.71,151.19
2008-04-10,3250.88,610.24,594.46,150.70
2008-04-09,3257.91,613.78,594.22,151.21
2008-04-08,3287.37,620.37,593.97,152.64
2008-04-07,3289.78,624.60,593.72,152.21
2008-04-04,3258.68,619.97,593.47,153.35
2008-04-03,3243.56,616.36,593.22,154.56
2008-04-02,3191.94,611.13,592.97,154.75
2008-04-01,3147.82,597.73,592.72,157.09
2008-03-31,3085.59,583.21,592.48,156.70
2008-03-28,3075.59,584.16,592.23,156.39
2008-03-27,3103.66,591.69,591.98,155.39
2008-03-26,3109.99,590.72,591.73,154.88
2008-03-25,3114.95,588.57,591.49,155.36
2008-03-24,3089.02,581.68,591.24,155.95
2008-03-20,3026.37,564.64,590.99,156.10
2008-03-19,3080.80,582.36,590.75,152.70
2008-03-18,3110.56,591.96,590.50,152.36
2008-03-17,3072.69,578.03,590.25,154.52
2008-03-14,3126.51,595.07,590.01,151.82
2008-03-13,3128.19,590.60,589.76,152.04
2008-03-12,3169.76,603.28,589.51,150.47
2008-03-11,3130.38,590.50,589.27,151.82
2008-03-10,3106.74,585.25,589.02,152.26
2008-03-07,3161.81,597.26,588.78,150.87
2008-03-06,3214.44,615.14,588.53,149.79
2008-03-05,3231.68,621.69,588.29,149.61
2008-03-04,3181.20,612.01,588.04,149.88
2008-03-03,3215.74,617.83,587.80,150.65
2008-02-29,3203.57,617.34,587.55,150.80
2008-02-28,3232.74,631.76,587.31,149.82
2008-02-27,3225.08,631.55,587.06,149.74
2008-02-26,3191.12,624.20,586.82,151.24
2008-02-25,3169.79,622.05,586.57,152.85
2008-02-22,3148.08,614.84,586.33,152.66
2008-02-21,3146.13,616.60,586.08,153.23
2008-02-20,3099.58,604.55,585.84,155.45
2008-02-19,3096.01,607.53,585.60,155.25
2008-02-18,3069.32,602.85,585.35,155.83
2008-02-15,3032.21,588.27,585.11,157.15
2008-02-14,3058.88,602.89,584.86,156.50
2008-02-13,3050.73,601.05,584.62,156.41
2008-02-12,3051.32,599.52,584.38,156.58
2008-02-11,2989.44,579.50,584.13,157.69
2008-02-08,2953.38,569.61,583.89,158.40
2008-02-07,2943.96,566.43,583.65,157.92
2008-02-06,2962.89,571.64,583.40,157.06
2008-02-01,2991.34,583.12,583.16,156.34
2008-01-31,2941.24,566.10,582.92,157.70
2008-01-30,2955.76,569.83,582.67,159.49
2008-01-29,2952.33,571.67,582.43,159.13
2008-01-28,2893.55,553.19,582.19,160.42
2008-01-25,2873.45,548.03,581.94,160.47
2008-01-24,2873.31,548.03,581.70,160.21
2008-01-23,2764.15,520.72,581.46,162.58
2008-01-22,2818.85,534.59,581.22,161.63
2008-01-21,2787.40,521.61,580.97,163.96
2008-01-18,2907.21,552.98,580.73,159.92
2008-01-17,2948.30,558.72,580.49,158.46
2008-01-16,2977.55,566.84,580.25,157.95
2008-01-15,3036.15,582.60,580.01,156.33
2008-01-14,3076.67,598.19,579.76,156.01
2008-01-11,3094.01,603.36,579.52,157.10
2008-01-10,3097.82,607.25,579.28,157.93
2008-01-09,3065.96,595.66,579.04,158.49
2008-01-08,3089.42,597.40,578.80,157.26
2008-01-07,3071.71,585.33,578.55,158.35
2008-01-04,3095.86,590.23,578.31,157.44
2008-01-03,3147.07,605.72,578.07,157.40
2008-01-02,3167.09,608.85,577.83,158.77
2007-12-31,3187.29,615.58,577.59,158.69
2007-12-28,3187.18,615.58,577.35,158.69
2007-12-27,3163.39,615.57,577.11,158.31
2007-12-26,3171.81,616.62,576.87,159.42
2007-12-24,3134.82,607.67,576.62,160.45
2007-12-21,3136.36,607.67,576.38,160.96
2007-12-20,3103.40,596.10,576.14,161.55
2007-12-19,3089.96,591.04,575.90,161.43
2007-12-18,3068.37,584.75,575.66,162.08
2007-12-17,3072.30,587.08,575.42,162.36
2007-12-14,3133.90,606.13,575.18,160.89
2007-12-13,3135.64,607.03,574.94,158.99
2007-12-12,3217.18,630.03,574.70,157.89
2007-12-11,3222.37,632.52,574.46,158.12
2007-12-10,3222.53,630.92,574.22,157.86
2007-12-07,3226.53,634.19,573.98,157.82
2007-12-06,3212.83,629.07,573.74,160.12
2007-12-05,3200.81,623.75,573.50,160.87
2007-12-04,3154.23,608.99,573.26,163.35
2007-12-03,3171.26,608.54,573.02,160.26
2007-11-30,3171.14,610.69,572.78,159.80
2007-11-29,3115.31,599.10,572.54,160.41
2007-11-28,3075.09,589.92,572.30,161.42
2007-11-27,3001.97,570.16,572.06,165.75
2007-11-26,3030.41,585.26,571.82,162.25
2007-11-23,3040.52,588.31,571.59,160.92
2007-11-22,3023.66,585.66,571.35,158.99
2007-11-21,3038.90,584.67,571.11,160.06
2007-11-20,3124.00,606.90,570.87,158.10
2007-11-19,3127.80,606.90,570.63,157.61
2007-11-16,3184.48,619.87,570.39,156.01
2007-11-14,3193.25,621.20,570.15,155.69
2007-11-13,3137.91,599.89,569.91,158.41
2007-11-12,3146.48,601.55,569.68,158.93
2007-11-09,3161.42,611.98,569.44,156.69
2007-11-08,3212.64,620.09,569.20,155.47
2007-11-07,3222.43,616.79,568.96,155.88
2007-11-06,3231.92,618.46,568.72,155.21
2007-11-05,3201.78,609.08,568.49,157.28
2007-11-01,3213.31,618.94,568.25,156.42
2007-10-31,3229.24,629.17,568.01,156.24
2007-10-30,3209.82,624.82,567.77,157.25
2007-10-29,3213.36,629.32,567.54,157.63
2007-10-26,3175.63,612.94,567.30,159.04
2007-10-25,3135.66,601.64,567.06,160.33
2007-10-24,3134.28,598.60,566.83,160.98
2007-10-23,3142.24,601.12,566.59,161.32
2007-10-22,3091.87,585.14,566.35,163.11
2007-10-19,3125.58,596.31,566.11,160.94
2007-10-18,3141.84,602.16,565.88,161.90
2007-10-17,3141.99,600.29,565.64,162.50
2007-10-16,3134.86,597.34,565.41,163.43
2007-10-15,3177.56,606.62,565.17,161.96
2007-10-11,3193.59,612.06,564.93,160.54
2007-10-10,3178.49,608.93,564.70,161.69
2007-10-09,3188.80,609.86,564.46,162.23
2007-10-08,3159.24,599.23,564.22,162.45
2007-10-05,3149.35,597.51,563.99,162.09
2007-10-04,3092.85,581.80,563.75,163.81
2007-10-03,3093.28,585.64,563.52,163.72
2007-10-02,3120.69,595.26,563.28,163.37
2007-10-01,3117.76,594.11,563.05,163.28
2007-09-28,3067.80,582.15,562.81,164.75
2007-09-27,3065.83,580.48,562.58,164.93
2007-09-26,3035.44,573.88,562.34,165.68
2007-09-25,2999.42,563.60,562.11,167.14
2007-09-24,3002.41,562.11,561.87,167.48
2007-09-21,2981.56,555.69,561.64,166.80
2007-09-20,2973.29,550.41,561.40,166.97
2007-09-19,2992.70,553.26,561.17,166.99
2007-09-18,2933.82,533.71,560.93,169.87
2007-09-17,2891.79,522.05,560.70,171.33
2007-09-14,2908.42,529.01,560.47,170.50
2007-09-13,2912.08,527.65,560.23,170.14
2007-09-12,2896.45,522.64,560.00,171.35
2007-09-11,2891.39,516.11,559.76,172.95
2007-09-10,2867.60,508.44,559.53,175.52
2007-09-06,2949.48,526.55,559.29,175.11
2007-09-05,2926.41,524.51,559.05,175.96
2007-09-04,2951.48,531.74,558.81,174.96
2007-09-03,2937.52,527.63,558.57,175.13
2007-08-31,2919.22,523.37,558.33,175.78
2007-08-30,2858.68,511.16,558.10,177.19
2007-08-29,2831.37,504.67,557.86,177.97
2007-08-28,2816.30,500.36,557.62,177.83
2007-08-27,2860.80,509.03,557.38,174.61
2007-08-24,2842.68,503.33,557.14,177.89
2007-08-23,2813.12,496.39,556.91,178.64
2007-08-22,2801.29,492.16,556.67,180.74
2007-08-21,2739.25,477.57,556.43,182.64
2007-08-20,2714.74,472.79,556.19,181.70
2007-08-17,2656.89,464.40,555.96,182.56
2007-08-16,2577.52,449.74,555.72,189.26
2007-08-15,2760.64,484.54,555.48,179.57
2007-08-14,2830.23,499.14,555.24,177.48
2007-08-13,2884.34,510.21,555.01,173.91
2007-08-10,2863.35,504.33,554.77,175.15
2007-08-09,2938.28,519.53,554.53,171.94
2007-08-08,2991.12,531.21,554.30,169.02
2007-08-07,2915.13,513.74,554.06,170.92
2007-08-06,2878.45,503.56,553.82,171.18
2007-08-03,2925.68,518.73,553.58,168.56
2007-08-02,2938.57,525.10,553.35,167.80
2007-08-01,2908.41,516.90,553.11,168.93
2007-07-31,2956.88,529.97,552.87,168.22
2007-07-30,2907.54,520.12,552.64,168.51
2007-07-27,2887.10,518.42,552.40,170.84
2007-07-26,2888.89,518.43,552.17,170.71
2007-07-25,2958.26,533.95,551.93,167.03
2007-07-24,3017.11,548.86,551.69,165.97
2007-07-23,3047.67,556.66,551.46,165.28
2007-07-20,3035.46,553.77,551.22,166.69
2007-07-19,3050.27,559.61,550.99,166.07
2007-07-18,3010.42,550.55,550.74,166.72
2007-07-17,3015.94,554.29,550.50,166.83
2007-07-16,2996.94,553.01,550.25,167.06
2007-07-13,2985.18,555.33,550.01,167.39
2007-07-12,2958.15,550.85,549.76,168.14
2007-07-11,2929.48,541.63,549.52,169.33
2007-07-10,2929.45,539.84,549.27,169.75
2007-07-09,2923.09,542.02,549.03,170.15
2007-07-06,2922.94,542.02,548.78,170.52
2007-07-05,2904.86,535.38,548.54,171.63
2007-07-04,2909.32,537.75,548.30,171.11
2007-07-03,2904.80,535.47,548.05,171.32
2007-07-02,2885.81,529.13,547.81,171.80
2007-06-29,2865.58,523.92,547.56,172.57
2007-06-28,2861.13,523.23,547.32,172.52
2007-06-27,2830.02,516.97,547.08,174.70
2007-06-26,2836.18,521.43,546.83,174.60
2007-06-25,2824.10,521.73,546.59,173.62
2007-06-22,2833.18,522.86,546.35,173.22
2007-06-21,2835.79,524.57,546.10,171.99
2007-06-20,2815.07,524.18,545.86,172.00
2007-06-19,2813.21,526.47,545.62,170.74
2007-06-18,2824.41,526.35,545.38,170.65
2007-06-15,2813.56,525.26,545.13,171.09
2007-06-14,2785.41,516.67,544.89,172.94
2007-06-13,2746.35,506.27,544.65,174.19
2007-06-12,2725.58,502.76,544.41,173.99
2007-06-11,2745.50,507.42,544.16,174.46
2007-06-08,2708.43,497.43,543.92,175.94
2007-06-06,2717.14,502.46,543.67,175.76
2007-06-05,2739.27,509.87,543.42,173.77
2007-06-04,2732.97,511.34,543.16,172.15
2007-06-01,2727.08,510.60,542.91,170.73
